product_id,product_name,product_price
505,Ecolab - Mikroklene 4/4 L,6.69
506,Wine - Carmenere Casillero Del,76.12
507,Chocolate - Milk,83.11
508,Apple - Custard,17.24
509,Wine - Lamancha Do Crianza,92.69
510,Coffee Swiss Choc Almond,32.39
511,"Lamb - Leg, Boneless",28.01
512,Appetizer - Veg Assortment,48.5
513,Apple - Granny Smith,50.84
514,Pepsi - 600ml,13.14
515,Dr. Pepper - 355ml,86.14
516,Soup Campbells Turkey Veg.,57.65
517,Squid - U 5,26.06
518,"Cheese - Cheddar, Old White",62.73
519,"Yogurt - Raspberry, 175 Gr",68.16
520,Sole - Iqf,85.1
521,Scallops - 20/30,94.01
522,Chocolate - White,74.15
523,Soy Protein,53.47
524,"Lamb - Whole, Fresh",72.0
525,Cup - 8oz Coffee Perforated,15.74
526,Veal - Kidney,66.85
527,Cookie - Oreo 100x2,19.65
528,Thyme - Fresh,88.14
529,Sugar - Palm,7.66
530,"Beans - Fava, Canned",81.63
531,Fork - Plastic,49.86
532,Onions - White,76.21
533,Tea - Green,66.26
534,"Pesto - Primerba, Paste",3.3
535,Wine - Pinot Noir Stoneleigh,65.24
536,"Mushroom - Shitake, Fresh",78.73
537,Lettuce - Treviso,44.36
538,Basil - Fresh,11.87
539,Foam Dinner Plate,32.18
540,"Beans - Kidney, Red Dry",64.38
541,Sauce Tomato Pouch,71.17
542,Lettuce - Sea / Sea Asparagus,4.37
543,Bread - Triangle White,96.17
544,Papadam,84.12
545,V8 - Berry Blend,99.5
546,Scrubbie - Scotchbrite Hand Pad,84.94
547,Bandage - Fexible 1x3,25.32
548,Nutmeg - Ground,99.89
549,Puff Pastry - Sheets,94.78
550,Worcestershire Sauce,92.57
551,Cheese - Shred Cheddar / Mozza,41.39
552,"Wine - White, Cooking",66.5
553,Chocolate Liqueur - Godet White,7.34
554,Piping - Bags Quizna,69.47
555,Ecolab Silver Fusion,90.26
556,"Wine - Red, Metus Rose",24.57
557,Snapple Lemon Tea,83.45
558,"Mustard - Dry, Powder",57.64
559,"Red Snapper - Fresh, Whole",55.77
560,Salmon Atl.whole 8 - 10 Lb,97.21
561,Flower - Commercial Spider,52.15
562,Rice - Brown,50.14
563,Syrup - Pancake,32.75
564,Gherkin - Sour,8.33
565,Butcher Twine 4r,49.3
566,Duck - Breast,6.11
567,Cattail Hearts,85.63
568,Puree - Kiwi,20.34
569,"Coconut - Shredded, Unsweet",6.55
570,"Soup - Knorr, Chicken Gumbo",42.43
571,Beer - Upper Canada Lager,3.79
572,Salt - Kosher,5.89
573,"Bread - Roll, Canadian Dinner",11.54
574,Duck - Breast,67.63
575,Cake - Cake Sheet Macaroon,56.08
576,"Red Snapper - Fresh, Whole",46.46
577,Wine - Carmenere Casillero Del,20.88
578,"Wine - White, Riesling, Henry Of",9.52
579,Garbage Bags - Black,30.77
580,Bread - Burger,23.14
581,Juice - Happy Planet,75.65
582,Sugar - Invert,18.37
583,"Red Snapper - Fillet, Skin On",95.97
584,Sugar - Brown,6.85
585,Cheese - Mozzarella,66.51
586,Wine - Puligny Montrachet A.,35.27
587,Beer - Creemore,22.82
588,Avocado,4.73
589,"Seedlings - Mix, Organic",64.61
590,Cheese - Goat With Herbs,50.08
591,Ginsing - Fresh,12.58
592,Lettuce - California Mix,78.92
593,Tea - Herbal - 6 Asst,8.94
594,Container Clear 8 Oz,20.85
595,Graham Cracker Mix,53.75
596,Chocolate - Semi Sweet,25.06
597,Oil - Coconut,95.28
598,Wine - Alsace Gewurztraminer,95.73
599,Coffee Cup 12oz 5342cd,2.69
600,V8 - Berry Blend,90.24
601,Ecolab - Power Fusion,36.45
602,Asparagus - Mexican,51.82
603,Bread - Olive Dinner Roll,25.01
604,Energy - Boo - Koo,80.73
605,Butter - Pod,78.67
606,Creme De Menth - White,20.52
607,Wine - George Duboeuf Rose,4.24
608,"Beef - Rouladin, Sliced",37.45
609,Wine - Puligny Montrachet A.,35.43
610,Carbonated Water - White Grape,8.87
611,Cardamon Ground,45.56
612,"Wine - Magnotta, White",13.55
613,"Lentils - Green, Dry",25.29
614,Tomato Paste,49.23
615,Carbonated Water - Peach,12.14
616,Pastry - Cherry Danish - Mini,25.65
617,Huck Towels White,39.75
618,Pork - Bones,30.53
619,Lid Tray - 16in Dome,14.51
620,Cake - Pancake,84.74
621,Cassis,57.63
622,Puree - Raspberry,35.2
623,Tuna - Bluefin,81.71
624,"Salmon - Atlantic, Fresh, Whole",81.66
625,Persimmons,16.73
626,Soup - Campbells Chili Veg,14.56
627,Muffin Batt - Blueberry Passion,73.82
628,General Purpose Trigger,58.72
629,Garbage Bags - Black,91.71
630,Cookie Choc,27.48
631,Pepper - Green Thai,35.92
632,Heavy Duty Dust Pan,26.11
633,Tamarind Paste,44.17
634,Snapple - Mango Maddness,9.61
635,Seabream Whole Farmed,61.77
636,Bread Base - Italian,35.61
637,Eel Fresh,40.45
638,Wine - Barbera Alba Doc 2001,67.96
639,Cauliflower,91.06
640,Magnotta - Bel Paese White,59.32
641,Pumpkin,42.7
642,Cheese - Camembert,77.74
643,Soup Campbells - Tomato Bisque,47.49
644,"Pepper - Paprika, Hungarian",43.54
645,Tart - Raisin And Pecan,60.57
646,Tomatoes - Yellow Hot House,68.54
647,Broom And Broom Rack White,20.1
648,Tea - Herbal - 6 Asst,73.57
649,Bread - Italian Sesame Poly,67.57
650,Sauce - Ranch Dressing,52.51
651,Cinnamon Rolls,1.61
652,Jagermeister,20.8
653,Wine - Placido Pinot Grigo,42.83
654,Cheese - Parmesan Cubes,81.74
655,Soup Campbells - Italian Wedding,39.62
656,Wine - Vidal Icewine Magnotta,58.78
657,Chocolate - Compound Coating,69.32
658,Container - Clear 32 Oz,5.51
659,Bread Base - Italian,1.9
660,Wine - Cava Aria Estate Brut,70.8
661,Sugar - Individual Portions,72.41
662,Wine - Toasted Head,64.37
663,"Carrots - Purple, Organic",72.82
664,Muffin Mix - Oatmeal,72.21
665,Gooseberry,76.43
666,"Pork - Loin, Center Cut",94.59
667,Strawberries,46.68
668,Shrimp - Black Tiger 26/30,51.09
669,Cake - Mini Potato Pancake,13.89
670,Lemonade - Pineapple Passion,46.29
671,Lettuce - Sea / Sea Asparagus,75.96
672,"Seedlings - Mix, Organic",31.75
673,Oneshot Automatic Soap System,29.31
674,Wine - Pinot Noir Pond Haddock,41.92
675,"Veal - Brisket, Provimi,bnls",84.62
676,Mushroom - Chanterelle Frozen,9.51
677,Clam - Cherrystone,82.52
678,Foam Cup 6 Oz,13.83
679,Cup - Paper 10oz 92959,76.13
680,Spring Roll Veg Mini,77.15
681,Flour - Cake,54.4
682,Lady Fingers,8.3
683,Rice - Jasmine Sented,48.88
684,Teriyaki Sauce,55.95
685,Appetizer - Cheese Bites,9.68
686,Bagelers,80.32
687,Apple - Northern Spy,98.64
688,"Apple - Delicious, Golden",67.61
689,Ice Cream Bar - Drumstick,51.34
690,Guinea Fowl,20.8
691,Carbonated Water - Lemon Lime,25.09
692,Towel - Roll White,72.96
693,Salt - Seasoned,30.22
694,"Trout - Rainbow, Frozen",13.9
695,Canadian Emmenthal,48.65
696,Cup - 4oz Translucent,13.56
697,Coffee Guatemala Dark,77.13
698,Wine - Remy Pannier Rose,53.46
699,"Vinegar - Balsamic, White",66.38
700,Wine - Barossa Valley Estate,44.58
701,Bread - Flat Bread,83.59
702,Truffle Shells - White Chocolate,47.7
703,Cheese - Perron Cheddar,70.47
704,"Beef - Rib Roast, Capless",54.85
705,Appetizer - Shrimp Puff,47.54
706,Muffin - Mix - Strawberry Rhubarb,3.69
707,"Pasta - Tortellini, Fresh",32.72
708,Beans - Fine,67.86
709,Figs,61.42
710,Bar Bran Honey Nut,35.41
711,Beef - Ground Lean Fresh,59.4
712,Yeast Dry - Fermipan,81.6
713,Scallops 60/80 Iqf,58.52
714,Tea - Decaf Lipton,85.68
715,Red Pepper Paste,74.04
716,Pie Filling - Cherry,30.67
717,Nantuket Peach Orange,59.12
718,Potato - Sweet,37.11
719,Creme De Cacao White,66.83
720,Crab - Imitation Flakes,54.79
721,Ecolab - Mikroklene 4/4 L,93.55
722,Sauce - Roasted Red Pepper,34.5
723,"Carrots - Mini, Stem On",26.08
724,Crab Brie In Phyllo,87.51
725,"Pasta - Detalini, White, Fresh",60.04
726,Puree - Guava,54.46
727,Appetizer - Crab And Brie,54.28
728,Wine - Barossa Valley Estate,72.07
729,Godiva White Chocolate,70.55
730,Everfresh Products,74.49
731,Sage - Rubbed,51.79
732,Bagel - Whole White Sesame,50.06
733,"Veal - Round, Eye Of",27.16
734,Tea - Lemon Scented,71.85
735,"Wine - White, Gewurtzraminer",40.53
736,Chicken - Wieners,55.89
737,Wine - Pinot Noir Stoneleigh,66.97
738,"Nestea - Ice Tea, Diet",58.75
739,Longos - Chicken Curried,58.22
740,Sauce - Sesame Thai Dressing,18.31
741,Amaretto,87.09
742,Cornflakes,27.07
743,Scallops - 20/30,71.76
744,Pie Filling - Cherry,39.7
745,Cheese - Augre Des Champs,23.07
746,Coffee Cup 12oz 5342cd,23.35
747,Yams,72.39
748,Bacardi Limon,6.92
749,Wine - Touraine Azay - Le - Rideau,74.31
750,Scallop - St. Jaques,8.23
751,Pan Grease,34.08
752,Beer - Corona,99.15
753,Tomatoes Tear Drop,73.55
754,"Sauce - Gravy, Au Jus, Mix",79.21
755,"Wine - Red, Cabernet Merlot",17.29
756,"Syrup - Monin, Swiss Choclate",51.93
757,"Seedlings - Mix, Organic",21.48
758,Salt And Pepper Mix - Black,19.42
759,Appetiser - Bought,16.53
760,"Rum - White, Gg White",10.5
761,Wine - Fat Bastard Merlot,97.56
762,Butter - Pod,9.83
763,Pants Custom Dry Clean,48.55
764,Venison - Striploin,6.7
765,Pastry - Raisin Muffin - Mini,89.21
766,Wine - Wyndham Estate Bin 777,96.21
767,True - Vue Containers,90.94
768,Flour - So Mix Cake White,20.87
769,Beets - Pickled,59.15
770,Fond - Neutral,61.25
771,Squid Ink,77.9
772,Straws - Cocktale,74.48
773,Bread - Raisin Walnut Oval,6.18
774,Steampan Lid,16.03
775,Pork Casing,40.92
776,Island Oasis - Cappucino Mix,83.89
777,Pea - Snow,89.79
778,Ice Cream - Chocolate,33.63
779,Turnip - Wax,12.9
780,Cookie Dough - Double,59.97
781,Oil - Peanut,41.13
782,Muskox - French Rack,4.36
783,Cocoa Powder - Natural,66.6
784,"Oranges - Navel, 72",94.57
785,Food Colouring - Orange,40.25
786,"Doilies - 5, Paper",41.21
787,Shopper Bag - S - 4,82.87
788,Irish Cream - Baileys,94.45
789,Wine - Peller Estates Late,97.77
790,Oil - Olive,47.49
791,Wine - Ruffino Chianti Classico,84.22
792,"Lemonade - Mandarin, 591 Ml",92.52
793,Bread - Corn Muffaletta,63.55
794,Cranberries - Dry,30.05
795,Wine - Ruffino Chianti,74.97
796,"Veal - Chops, Split, Frenched",25.02
797,Zucchini - Yellow,36.02
798,Wine - Magnotta - Cab Sauv,52.13
799,Arizona - Plum Green Tea,26.29
800,Swiss Chard - Red,74.03
801,Black Currants,56.03
802,"Salmon - Smoked, Sliced",79.76
803,Ginger - Crystalized,2.67
804,Spice - Greek 1 Step,77.51
805,Mangostein,74.64
806,Mushroom - Morel Frozen,87.88
807,Tea - Honey Green Tea,13.63
808,Wine - Shiraz Wolf Blass Premium,87.38
809,Yokaline,59.09
810,Spic And Span All Purpose,99.72
811,Plastic Arrow Stir Stick,3.48
812,Rappini - Andy Boy,18.65
813,Mushroom - Crimini,18.2
814,Juice - Ocean Spray Kiwi,82.54
815,Ice Cream - Turtles Stick Bar,19.8
816,Muffin Mix - Carrot,30.54
817,Peppercorns - Green,72.89
818,Chicken - Tenderloin,12.46
819,Pear - Halves,6.45
820,Mustard - Dijon,49.94
821,Celery,34.36
822,The Pop Shoppe - Black Cherry,99.84
823,Muffin - Carrot Individual Wrap,90.95
824,Skewers - Bamboo,42.75
825,Crackers - Soda / Saltins,64.46
826,Lobster - Tail 6 Oz,69.14
827,Calypso - Pineapple Passion,80.68
828,Longos - Chicken Curried,48.52
829,Dates,42.03
830,Wine - Chateau Timberlay,89.62
831,Rabbit - Legs,46.56
832,"Rum - Coconut, Malibu",20.08
833,"Wine - Red, Metus Rose",29.03
834,Potatoes - Fingerling 4 Oz,94.15
835,"Cheese - Brie, Triple Creme",45.15
836,Sage - Fresh,29.17
837,Soup - Boston Clam Chowder,18.66
838,Wine - Cotes Du Rhone Parallele,84.61
839,"Beef - Bones, Cut - Up",88.55
840,"Bar Mix - Pina Colada, 355 Ml",15.81
841,Cod - Black Whole Fillet,69.32
842,Spice - Pepper Portions,28.99
843,"Turkey - Breast, Double",96.69
844,Asparagus - Frozen,75.34
845,"Juice - Orange, 341 Ml",11.95
846,Pork - Hock And Feet Attached,16.26
847,Miso - Soy Bean Paste,62.5
848,"Veal - Inside, Choice",97.25
849,Table Cloth 120 Round White,71.57
850,"Cheese - Woolwich Goat, Log",32.59
851,Lid Coffee Cup 8oz Blk,60.39
852,Squid - U 5,39.51
853,Beer - Sleemans Honey Brown,74.85
854,Dc Hikiage Hira Huba,71.52
855,White Baguette,66.3
856,Corn - Mini,58.36
857,Wine - Trimbach Pinot Blanc,57.8
858,Corn - Mini,39.99
859,Foie Gras,3.52
860,Duck - Breast,32.03
861,"Cheese - Havarti, Roasted Garlic",17.53
862,Ginger - Fresh,99.22
863,"Soup - Beef, Base Mix",8.03
864,"Soup - Knorr, Chicken Noodle",62.15
865,Beef - Striploin,83.96
866,Flax Seed,29.15
867,Foil Wrap,25.06
868,Peppercorns - Pink,12.67
869,Soup - Campbells Mac N Cheese,57.44
870,Cheese - Le Cheve Noir,69.57
871,Chocolate - Liqueur Cups With Foil,3.07
872,Pectin,83.66
873,Muffin Mix - Raisin Bran,59.73
874,Garbage Bags - Clear,28.97
875,Trout Rainbow Whole,26.1
876,Calaloo,68.83
877,Garbage Bag - Clear,90.68
878,Bread - French Baquette,10.39
879,Wine - Sake,7.17
880,Peach - Fresh,17.73
881,Glycerine,19.05
882,Pasta - Angel Hair,38.08
883,Bread - Granary Small Pull,39.51
884,Lid Coffee Cup 8oz Blk,14.51
885,Whmis Spray Bottle Graduated,48.87
886,Capers - Ox Eye Daisy,33.14
887,"Tart Shells - Sweet, 2",61.33
888,Milkettes - 2%,23.19
889,"Rosemary - Primerba, Paste",59.99
890,Pork Loin Bine - In Frenched,32.55
891,"Flour - Bran, Red",62.99
892,Pork - Belly Fresh,80.55
893,"Wine - Red, Wolf Blass, Yellow",42.56
894,Soup V8 Roasted Red Pepper,84.79
895,"Chicken - Breast, 5 - 7 Oz",80.57
896,Oil - Grapeseed Oil,5.08
897,"Quail - Whole, Boneless",42.77
898,Ecolab - Balanced Fusion,14.76
899,Flour - Fast / Rapid,67.84
900,Wine - Alicanca Vinho Verde,64.78
901,Muffin Puck Ww Carrot,29.65
902,Quail - Jumbo Boneless,84.22
903,Blueberries,4.58
904,Broom - Corn,32.77
905,Muffin - Bran Ind Wrpd,49.49
906,Remy Red Berry Infusion,62.87
907,Soup Knorr Chili With Beans,41.59
908,Wine - Vineland Estate Semi - Dry,77.21
909,Puree - Raspberry,73.9
910,Kiwi Gold Zespri,25.76
911,Energy - Boo - Koo,3.6
912,Kumquat,89.09
913,French Pastries,10.96
914,Mushroom - Chanterelle Frozen,90.29
915,Beef Ground Medium,9.45
916,"Chilli Paste, Hot Sambal Oelek",5.62
917,Bagel - Everything,83.25
918,"Bread - Bagels, Mini",25.96
919,Steel Wool,88.83
920,"Lemonade - Mandarin, 591 Ml",7.55
921,Energy Drink Bawls,55.48
922,Chocolate - Dark Callets,42.21
923,Foam Cup 6 Oz,14.56
924,Mushroom - White Button,49.23
925,Onions - Pearl,3.46
926,Chinese Foods - Cantonese,91.02
927,Soup - Campbells Asian Noodle,95.82
928,Wine - Wyndham Estate Bin 777,21.19
929,Vol Au Vents,81.2
930,Sage Ground Wiberg,87.52
931,Appetizer - Lobster Phyllo Roll,42.6
932,Wine - Chianti Classico Riserva,11.64
933,Easy Off Oven Cleaner,66.83
934,Salt And Pepper Mix - Black,92.15
935,"Pasta - Fettuccine, Egg, Fresh",86.37
936,Jerusalem Artichoke,85.64
937,Chocolate - Liqueur Cups With Foil,14.39
938,Cup - 4oz Translucent,61.91
939,Appetizer - Sausage Rolls,11.68
940,Prunes - Pitted,32.38
941,Cup - Translucent 7 Oz Clear,5.07
942,Tea - Apple Green Tea,80.68
943,V8 - Tropical Blend,46.53
944,Greens Mustard,18.74
945,Bandage - Finger Cots,96.38
946,"Chocolate - Semi Sweet, Calets",66.12
947,Cumin - Ground,77.22
948,Bag Stand,63.3
949,Cake - French Pear Tart,69.07
950,Fenngreek Seed,71.01
951,"Lemonade - Kiwi, 591 Ml",60.22
952,Snails - Large Canned,10.67
953,Beer - True North Lager,52.01
954,Cod - Black Whole Fillet,68.17
955,Soup - Campbells Beef Noodle,88.04
956,Wine - Muscadet Sur Lie,69.58
957,Coffee - Almond Amaretto,26.38
958,Ice Cream Bar - Oreo Sandwich,75.01
959,Cucumber - English,65.0
960,Bar Mix - Lime,87.27
961,Bread - Italian Sesame Poly,69.43
962,Beef - Top Butt Aaa,55.53
963,Savory,75.32
964,Eggplant - Baby,44.18
965,"Beef - Bones, Marrow",2.39
966,Shrimp - Black Tiger 13/15,99.29
967,Table Cloth 90x90 White,42.93
968,Sea Bass - Fillets,22.73
969,Napkin White,24.48
970,Soup - Campbells - Chicken Noodle,76.99
971,Beans - Yellow,82.23
972,Raisin - Dark,17.63
973,Wine - Jafflin Bourgongone,26.65
974,Mustard - Individual Pkg,19.77
975,"Wine - Red, Wolf Blass, Yellow",78.62
976,Coffee - Dark Roast,20.06
977,Mousse - Mango,10.04
978,Cheese - Brie,93.55
979,"Turkey - Breast, Bone - In",48.3
980,Compound - Orange,77.54
981,Puree - Strawberry,74.77
982,Soup - Campbellschix Stew,29.93
983,Rabbit - Whole,38.22
984,Lettuce - Curly Endive,88.57
985,Bread - Flat Bread,67.52
986,Dip - Tapenade,75.69
987,Chick Peas - Canned,17.93
988,Prunes - Pitted,77.18
989,"Cheese - Manchego, Spanish",74.71
990,Beer - True North Strong Ale,55.37
991,Sterno - Chafing Dish Fuel,6.1
992,"Bread - Dark Rye, Loaf",81.09
993,Turkey - Oven Roast Breast,83.98
994,Asparagus - Mexican,26.55
995,"Bread - White, Unsliced",51.02
996,Seabream Whole Farmed,59.74
997,Coffee Guatemala Dark,14.46
998,Mackerel Whole Fresh,58.56
999,Liners - Baking Cups,99.31
1000,Soho Lychee Liqueur,97.22
